Vernier Format 2
Bandlücke-Ge2.cmbl 05.11.2009 11:19:28 ,
Latest
Time	Winkel	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

92,5	29,757516182	0,00610501	0,746032	1640,60877703	0,755207467709
93	29,496704094	0,00610501	0,692308	1627,52933779	0,761276599584
93,5	28,974545467	0,00610501	0,573871	1601,2425853	0,773774074819
94	28,713198928	0,00610501	0,388278	1588,0356806	0,780209169816
94,5	28,45238684	0,00610501	0,245421	1574,8228444	0,786755160688
95	27,930228213	0,00610501	0,148962	1548,27230934	0,80024682514
95,5	27,604213103	0,00610501	0,0586081	1531,62986259	0,808942180003
96	27,342866564	0,00610501	0,0598291	1518,25278708	0,816069636453
96,5	27,016851454	0,00610501	0,0622711	1501,52138954	0,825163070357
97	26,559895849	0,00610501	0,047619	1477,98830397	0,838301627062
97,5	26,233880739	0,00610501	0,0549451	1461,1410681	0,847967405097
98	26,037737222	0,00610501	0,0622711	1450,98228069	0,853904294
98,5	25,711722112	0,00610501	0,034188	1434,05954025	0,863980863573
99	25,450375573	0,00610501	0,0561661	1420,46005107	0,872252619191
99,5	24,928751397	0,00610501	0,0549451	1393,22861567	0,889301286281
100	24,667404858	0,00488401	0,034188	1379,54143372	0,898124528714
100,5	24,40659277	0,00610501	0,0647131	1365,85362704	0,90712502092
101	23,949637165	0,00488401	0,037851	1341,80385663	0,923383841746
101,5	23,558419033	0,00610501	0,043956	1321,14600595	0,93782215926
102	23,362275516	0,00610501	0,0500611	1310,76561701	0,9452490849
102,5	23,036260406	0,00610501	0,041514	1293,47818382	0,957882410003
103	22,514101779	0,00610501	0,02442	1265,70293411	0,978902684517
103,5	22,253289691	0,00610501	0,0598291	1251,79001285	0,989782621113
104	21,991943152	0,00610501	0,02442	1237,82256366	1,00095121577
104,5	21,469784525	0,00610501	0,032967	1209,83938801	1,02410287868
105	21,208972437	0,00610501	0,0500611	1195,82434663	1,03610534732
105,5	20,882422876	0,00610501	0,013431	1178,24192618	1,05156672197
106	20,68681381	0,00732601	0,042735	1167,69137372	1,06106804236
106,5	20,099452161	0,00610501	0,032967	1135,92959323	1,09073661553
107	19,838640073	0,00610501	0,02442	1121,78761997	1,10448713994
107,5	19,577293534	0,00610501	0,025641	1107,59335145	1,11864160106
108	19,316481446	0,00610501	0,045177	1093,40513599	1,1331572893
108,5	19,055669358	0,00610501	0,01221	1079,19426414	1,14807874835
109	18,533510731	0,00610501	0,026862	1050,67649549	1,17924023743
109,5	18,272164192	0,00610501	0,034188	1036,37010028	1,1955188592
110	18,011352104	0,00610501	0,00732601	1022,07146474	1,21224399932
110,5	17,750540016	0,00610501	0,025641	1007,75165091	1,229469581
111	17,228381389	0,00610501	0,030525	979,020225955	1,26555097347
111,5	16,901831828	0,00610501	0,029304	961,010579938	1,28926780398
112	16,64101974	0,00610501	0,010989	946,603992894	1,30888947152
112,5	16,118861113	0,00610501	0,039072	917,702653064	1,35011051332
113	15,923252047	0,00610501	0,00610501	906,855990322	1,36625882524
113,5	15,596702486	0,00610501	0,015873	888,725095043	1,394131894
114	15,335890398	0,00732601	0,030525	874,22335374	1,4172579521
114,5	14,748528749	0,00610501	0,00732601	841,498844876	1,47237278761
115	14,487716661	0,00610501	0,017094	826,939295883	1,49829619437
115,5	14,226370122	0,00610501	0,028083	812,332724293	1,52523708937
116	13,965558034	0,00610501	0,020757	797,739173243	1,55313922339
116,5	13,443399407	0,00610501	0,00610501	768,472795771	1,61228869365
117	13,182587319	0,00610501	0,041514	753,830531229	1,64360549046
117,5	12,92124078	0,00610501	0,00610501	739,142594133	1,67626654158
118	12,464819626	0,00610501	0,028083	713,454570001	1,73662073536
118,5	12,073067043	0,00610501	0,026862	691,370015967	1,79209391699
119	11,877457977	0,00610501	0,01221	680,330640484	1,8211733035
119,5	11,616111438	0,00610501	0,029304	665,568958741	1,86156518228
120	11,093952811	0,00610501	0,018315	636,0346164	1,94800718083
120,5	10,767937701	0,00610501	0,018315	617,567602959	2,00625809071
121	10,507125613	0,00610501	0,030525	602,779567347	2,05547776852
121,5	10,245779074	0,00610501	0,018315	587,948700018	2,10732671058
122	9,723620447	0,00610501	0,013431	558,280966024	2,21931263182
122,5	9,462808359	0,00610501	0,041514	543,444764084	2,27990051958
123	9,201996271	0,00610501	0,00732601	528,597301459	2,34393932126
123,5	8,87544671	0,00610501	0,037851	509,99214251	2,42944919485
124	8,353288083	0,00610501	0,015873	480,20798641	2,58013201584
124,5	8,092475995	0,00610501	0,020757	465,316060679	2,66270628654
125	7,831129456	0,00610501	0,032967	450,383947476	2,75098614625
125,5	7,30950528	0,00610501	0,01221	420,553085395	2,94612034254
126	7,048158741	0,00610501	0,020757	405,59382815	3,05478021116
126,5	6,722143631	0,00610501	0,030525	386,921202718	3,20220238978
127	6,460797092	0,00610501	0,015873	371,943416384	3,33115185113
127,5	5,939172916	0,00610501	0,018315	342,026275168	3,62252870599
128	5,743029399	0,00610501	0,02442	330,76922693	3,74581399697
128,5	5,482217311	0,00610501	0,00610501	315,794745139	3,92343450635
129	5,15566775	0,00610501	0,04884	297,036768887	4,17120077303
129,5	4,633509123	0,00610501	0,00610501	267,022630992	4,64005614579
130	4,372697035	0,00610501	0,035409	252,022461517	4,91622846845
130,5	4,046681925	0,00610501	0,023199	233,264942471	5,31155683693
131	3,850538408	0,00610501	0,019536	221,976003422	5,58168442039
131,5	3,263176759	0,00610501	0,030525	188,155673742	6,58497283318
132	3,067567693	0,00610501	0,017094	176,887923894	7,00443519672
132,5	2,741552583	0,00610501	0,034188	158,103824073	7,83662259448
133	2,480206044	0,00610501	0,039072	143,042025086	8,66179012258
133,5	1,958047417	0,00610501	0,021978	112,940627435	10,9703658298
134	1,697235329	0,00610501	0,0512821	97,9016646594	12,6555560042
134,5	1,436423241	0,0525031	0,144078	82,8606732699	14,9528111601
135	0,914264614	0,699634	0,68254	52,7430220065	23,4912591821
135,5	0,587715053	4,84249	1,47619	33,9055448453	36,5426954693
136	0,392105987	4,99878	1,884	22,6209902635	54,772137982
136,5	0,065556426	4,99756	1,78144	3,7820450984	327,600535627
137	-0,45606775	4,13553	1,04762	-26,3109364791	-47,0906841717
137,5	-0,717414289	0,684982	0,238095	-41,3875962177	-29,9365054565
138	-0,978226377	0,00610501	0,03663	-56,4325660859	-21,9554077714
138,5	-1,239572916	0,00610501	0,031746	-71,5071926643	-17,3269282968
139	-1,761197092	0,00610501	0,035409	-101,590031518	-12,1960785078
139,5	-2,022543631	0,00610501	0,020757	-116,659263265	-10,6206739639
140	-2,283355719	0,00610501	0,030525	-131,695259034	-9,40808354899
