Time,CH A,CH B,
4.08204E-2,7.5813E-2,-3.9625E-3,
4.08454E-2,9.1813E-2,8.375E-4,
4.08704E-2,7.1813E-2,-3.9625E-3,
4.08954E-2,9.1813E-2,3.75E-5,
4.09205E-2,7.1813E-2,-4.7625E-3,
4.09455E-2,9.1813E-2,1.6375E-3,
4.09705E-2,7.5813E-2,-4.7625E-3,
4.09955E-2,9.5813E-2,3.75E-5,
4.10205E-2,7.1813E-2,-5.5625E-3,
4.10455E-2,9.1813E-2,8.375E-4,
4.10705E-2,7.1813E-2,-4.7625E-3,
4.10955E-2,8.7813E-2,3.75E-5,
4.11206E-2,6.3813E-2,-5.5625E-3,
4.11456E-2,8.7813E-2,-7.625E-4,
4.11706E-2,6.3813E-2,-5.5625E-3,
4.11956E-2,8.3813E-2,-7.625E-4,
4.12206E-2,6.3813E-2,-4.7625E-3,
4.12456E-2,8.3813E-2,3.75E-5,
4.12706E-2,6.7813E-2,-4.7625E-3,
4.12956E-2,8.3813E-2,3.75E-5,
4.13207E-2,6.7813E-2,-5.5625E-3,
4.13457E-2,8.3813E-2,-7.625E-4,
4.13707E-2,6.7813E-2,-5.5625E-3,
4.13957E-2,8.7813E-2,-7.625E-4,
4.14207E-2,7.1813E-2,-5.5625E-3,
4.14457E-2,8.7813E-2,-7.625E-4,
4.14707E-2,7.5813E-2,-5.5625E-3,
4.14957E-2,9.1813E-2,-7.625E-4,
4.15208E-2,7.1813E-2,-6.3625E-3,
4.15458E-2,9.1813E-2,-7.625E-4,
4.15708E-2,7.5813E-2,-5.5625E-3,
4.15958E-2,9.1813E-2,-1.5625E-3,
4.16208E-2,7.5813E-2,-6.3625E-3,
4.16458E-2,9.5813E-2,-7.625E-4,
4.16708E-2,8.3813E-2,-5.5625E-3,
4.16958E-2,9.9813E-2,-1.5625E-3,
4.17209E-2,8.7813E-2,-5.5625E-3,
4.17459E-2,1.03813E-1,-1.5625E-3,
4.17709E-2,8.3813E-2,-5.5625E-3,
4.17959E-2,9.9813E-2,-1.5625E-3,
4.18209E-2,7.9813E-2,-6.3625E-3,
4.18459E-2,9.5813E-2,-1.5625E-3,
4.18709E-2,7.9813E-2,-7.1625E-3,
4.18959E-2,9.5813E-2,-2.3625E-3,
4.1921E-2,7.9813E-2,-6.3625E-3,
4.1946E-2,9.5813E-2,-2.3625E-3,
4.1971E-2,7.5813E-2,-7.1625E-3,
4.1996E-2,9.5813E-2,-2.3625E-3,
4.2021E-2,6.7813E-2,-7.9625E-3,
4.2046E-2,9.1813E-2,-1.5625E-3,
4.2071E-2,6.7813E-2,-6.3625E-3,
4.2096E-2,8.7813E-2,-2.3625E-3,
4.21211E-2,6.7813E-2,-7.1625E-3,
4.21461E-2,8.7813E-2,-2.3625E-3,
4.21711E-2,6.3813E-2,-7.1625E-3,
4.21961E-2,8.3813E-2,-3.1625E-3,
4.22211E-2,6.3813E-2,-7.1625E-3,
4.22461E-2,8.3813E-2,-3.1625E-3,
4.22711E-2,6.3813E-2,-7.1625E-3,
4.22961E-2,7.9813E-2,-3.1625E-3,
4.23212E-2,6.3813E-2,-7.1625E-3,
4.23462E-2,7.9813E-2,-3.1625E-3,
4.23712E-2,5.9813E-2,-7.1625E-3,
4.23962E-2,7.9813E-2,-3.1625E-3,
4.24212E-2,5.5813E-2,-7.1625E-3,
4.24462E-2,7.5813E-2,-3.9625E-3,
4.24712E-2,5.5813E-2,-7.9625E-3,
4.24962E-2,7.1813E-2,-3.1625E-3,
4.25213E-2,5.1813E-2,-7.1625E-3,
4.25463E-2,6.7813E-2,-3.1625E-3,
4.25713E-2,4.7813E-2,-8.7625E-3,
4.25963E-2,6.7813E-2,-3.1625E-3,
4.26213E-2,4.3813E-2,-8.7625E-3,
4.26463E-2,5.9813E-2,-3.1625E-3,
4.26713E-2,3.9813E-2,-8.7625E-3,
4.26963E-2,5.5813E-2,-3.9625E-3,
4.27214E-2,3.5813E-2,-7.9625E-3,
4.27464E-2,5.5813E-2,-3.9625E-3,
4.27714E-2,2.7813E-2,-8.7625E-3,
4.27964E-2,4.7813E-2,-4.7625E-3,
4.28214E-2,2.3813E-2,-8.7625E-3,
4.28464E-2,3.9813E-2,-3.9625E-3,
4.28714E-2,1.5813E-2,-9.5625E-3,
4.28964E-2,3.5813E-2,-3.9625E-3,
4.29215E-2,1.5813E-2,-8.7625E-3,
4.29465E-2,3.1813E-2,-3.9625E-3,
4.29715E-2,1.1813E-2,-8.7625E-3,
4.29965E-2,2.7813E-2,-3.9625E-3,
4.30215E-2,3.813E-3,-7.9625E-3,
4.30465E-2,2.3813E-2,-4.7625E-3,
4.30715E-2,-1.87E-4,-8.7625E-3,
4.30965E-2,1.9813E-2,-3.9625E-3,
4.31216E-2,-4.187E-3,-8.7625E-3,
4.31466E-2,1.1813E-2,-4.7625E-3,
4.31716E-2,-1.2187E-2,-8.7625E-3,
4.31966E-2,7.813E-3,-4.7625E-3,
4.32216E-2,-2.0187E-2,-9.5625E-3,
4.32466E-2,3.813E-3,-4.7625E-3,
4.32716E-2,-2.8187E-2,-1.03625E-2,
4.32966E-2,-8.187E-3,-4.7625E-3,
4.33217E-2,-3.6187E-2,-9.5625E-3,
4.33467E-2,-1.6187E-2,-5.5625E-3,
4.33717E-2,-4.8187E-2,-9.5625E-3,
4.33967E-2,-2.4187E-2,-5.5625E-3,
4.34217E-2,-6.0187E-2,-8.7625E-3,
4.34467E-2,-3.6187E-2,-5.5625E-3,
4.34717E-2,-6.4187E-2,-9.5625E-3,
4.34967E-2,-4.4187E-2,-5.5625E-3,
4.35218E-2,-6.8187E-2,-9.5625E-3,
4.35468E-2,-5.2187E-2,-4.7625E-3,
4.35718E-2,-8.0187E-2,-9.5625E-3,
4.35968E-2,-5.6187E-2,-5.5625E-3,
4.36218E-2,-8.8187E-2,-1.03625E-2,
4.36468E-2,-6.8187E-2,-4.7625E-3,
4.36718E-2,-1.00187E-1,-1.03625E-2,
4.36968E-2,-7.6187E-2,-5.5625E-3,
4.37219E-2,-1.12187E-1,-1.03625E-2,
4.37469E-2,-9.2187E-2,-4.7625E-3,
4.37719E-2,-1.20187E-1,-9.5625E-3,
4.37969E-2,-1.00187E-1,-6.3625E-3,
4.38219E-2,-1.28187E-1,-1.11625E-2,
4.38469E-2,-1.08187E-1,-5.5625E-3,
4.38719E-2,-1.36187E-1,-1.19625E-2,
4.38969E-2,-1.12187E-1,-5.5625E-3,
4.3922E-2,-1.40187E-1,-1.11625E-2,
4.3947E-2,-1.24187E-1,-6.3625E-3,
4.3972E-2,-1.48187E-1,-1.11625E-2,
4.3997E-2,-1.28187E-1,-6.3625E-3,
4.4022E-2,-1.56187E-1,-1.11625E-2,
4.4047E-2,-1.36187E-1,-5.5625E-3,
4.4072E-2,-1.68187E-1,-1.11625E-2,
4.4097E-2,-1.44187E-1,-6.3625E-3,
4.41221E-2,-1.76187E-1,-1.11625E-2,
4.41471E-2,-1.52187E-1,-6.3625E-3,
4.41721E-2,-1.80187E-1,-1.11625E-2,
4.41971E-2,-1.64187E-1,-6.3625E-3,
4.42221E-2,-1.88187E-1,-1.11625E-2,
4.42471E-2,-1.68187E-1,-7.1625E-3,
4.42721E-2,-1.96187E-1,-1.11625E-2,
4.42971E-2,-1.76187E-1,-6.3625E-3,
4.43222E-2,-2.00187E-1,-1.11625E-2,
4.43472E-2,-1.80187E-1,-6.3625E-3,
4.43722E-2,-2.04187E-1,-1.11625E-2,
4.43972E-2,-1.88187E-1,-7.1625E-3,
4.44222E-2,-2.04187E-1,-1.19625E-2,
4.44472E-2,-1.88187E-1,-7.1625E-3,
4.44722E-2,-2.08187E-1,-1.19625E-2,
4.44972E-2,-1.88187E-1,-7.1625E-3,
4.45223E-2,-2.12187E-1,-1.11625E-2,
4.45473E-2,-1.96187E-1,-7.1625E-3,
4.45723E-2,-2.20187E-1,-1.27625E-2,
4.45973E-2,-2.00187E-1,-7.1625E-3,
4.46223E-2,-2.24187E-1,-1.19625E-2,
4.46473E-2,-2.04187E-1,-7.9625E-3,
4.46723E-2,-2.28187E-1,-1.27625E-2,
4.46973E-2,-2.08187E-1,-7.1625E-3,
4.47224E-2,-2.28187E-1,-1.19625E-2,
4.47474E-2,-2.16187E-1,-7.1625E-3,
4.47724E-2,-2.32187E-1,-1.19625E-2,
4.47974E-2,-2.12187E-1,-7.9625E-3,
4.48224E-2,-2.28187E-1,-1.27625E-2,
4.48474E-2,-2.12187E-1,-7.9625E-3,
4.48724E-2,-2.28187E-1,-1.27625E-2,
4.48974E-2,-2.08187E-1,-7.1625E-3,
4.49225E-2,-2.24187E-1,-1.35625E-2,
4.49475E-2,-2.08187E-1,-8.7625E-3,
4.49725E-2,-2.28187E-1,-1.35625E-2,
4.49975E-2,-2.08187E-1,-8.7625E-3,
4.50225E-2,-2.28187E-1,-1.19625E-2,
4.50475E-2,-2.08187E-1,-7.9625E-3,
4.50725E-2,-2.24187E-1,-1.27625E-2,
4.50975E-2,-2.08187E-1,-7.9625E-3,
4.51226E-2,-2.24187E-1,-1.35625E-2,
4.51476E-2,-2.04187E-1,-7.9625E-3,
4.51726E-2,-2.20187E-1,-1.35625E-2,
4.51976E-2,-1.96187E-1,-8.7625E-3,
4.52226E-2,-2.12187E-1,-1.35625E-2,
4.52476E-2,-1.92187E-1,-8.7625E-3,
4.52726E-2,-2.04187E-1,-1.27625E-2,
4.52976E-2,-1.84187E-1,-8.7625E-3,
4.53227E-2,-2.00187E-1,-1.43625E-2,
4.53477E-2,-1.76187E-1,-8.7625E-3,
4.53727E-2,-1.88187E-1,-1.35625E-2,
4.53977E-2,-1.64187E-1,-7.9625E-3,
4.54227E-2,-1.80187E-1,-1.35625E-2,
4.54477E-2,-1.52187E-1,-8.7625E-3,
4.54727E-2,-1.68187E-1,-1.43625E-2,
4.54977E-2,-1.40187E-1,-8.7625E-3,
4.55228E-2,-1.56187E-1,-1.35625E-2,
4.55478E-2,-1.32187E-1,-8.7625E-3,
4.55728E-2,-1.44187E-1,-1.35625E-2,
4.55978E-2,-1.20187E-1,-7.9625E-3,
4.56228E-2,-1.32187E-1,-1.35625E-2,
4.56478E-2,-1.12187E-1,-9.5625E-3,
4.56728E-2,-1.20187E-1,-1.35625E-2,
4.56978E-2,-1.00187E-1,-9.5625E-3,
4.57229E-2,-1.16187E-1,-1.35625E-2,
4.57479E-2,-8.8187E-2,-9.5625E-3,
4.57729E-2,-1.00187E-1,-1.43625E-2,
4.57979E-2,-7.6187E-2,-8.7625E-3,
4.58229E-2,-8.8187E-2,-1.43625E-2,
4.58479E-2,-6.4187E-2,-9.5625E-3,
4.58729E-2,-7.6187E-2,-1.43625E-2,
4.58979E-2,-5.2187E-2,-9.5625E-3,
4.5923E-2,-6.8187E-2,-1.43625E-2,
4.5948E-2,-4.0187E-2,-8.7625E-3,
4.5973E-2,-5.6187E-2,-1.51625E-2,
4.5998E-2,-2.8187E-2,-9.5625E-3,
4.6023E-2,-4.0187E-2,-1.43625E-2,
4.6048E-2,-1.2187E-2,-9.5625E-3,
4.6073E-2,-2.4187E-2,-1.43625E-2,
4.6098E-2,3.813E-3,-9.5625E-3,
4.61231E-2,-1.2187E-2,-1.43625E-2,
4.61481E-2,1.1813E-2,-9.5625E-3,
4.61731E-2,-1.87E-4,-1.51625E-2,
4.61981E-2,2.3813E-2,-9.5625E-3,
4.62231E-2,7.813E-3,-1.51625E-2,
4.62481E-2,2.7813E-2,-1.03625E-2,
4.62731E-2,1.5813E-2,-1.51625E-2,
4.62981E-2,3.5813E-2,-1.03625E-2,
4.63232E-2,2.3813E-2,-1.43625E-2,
4.63482E-2,4.3813E-2,-1.11625E-2,
4.63732E-2,2.7813E-2,-1.43625E-2,
4.63982E-2,5.1813E-2,-9.5625E-3,
4.64232E-2,4.3813E-2,-1.43625E-2,
4.64482E-2,5.9813E-2,-1.03625E-2,
4.64732E-2,4.7813E-2,-1.43625E-2,
4.64982E-2,6.7813E-2,-9.5625E-3,
4.65233E-2,5.5813E-2,-1.51625E-2,
4.65483E-2,7.1813E-2,-1.03625E-2,
4.65733E-2,5.9813E-2,-1.43625E-2,
4.65983E-2,7.9813E-2,-1.03625E-2,
4.66233E-2,6.7813E-2,-1.59625E-2,
4.66483E-2,8.7813E-2,-1.03625E-2,
4.66733E-2,7.1813E-2,-1.51625E-2,
4.66983E-2,9.1813E-2,-1.03625E-2,
4.67234E-2,7.9813E-2,-1.59625E-2,
4.67484E-2,9.9813E-2,-1.03625E-2,
4.67734E-2,7.9813E-2,-1.51625E-2,
4.67984E-2,1.03813E-1,-1.11625E-2,
4.68234E-2,8.7813E-2,-1.43625E-2,
4.68484E-2,1.07813E-1,-1.11625E-2,
4.68734E-2,9.1813E-2,-1.51625E-2,
4.68984E-2,1.11813E-1,-1.11625E-2,
4.69235E-2,9.9813E-2,-1.59625E-2,
4.69485E-2,1.15813E-1,-1.11625E-2,
4.69735E-2,1.03813E-1,-1.59625E-2,
4.69985E-2,1.23813E-1,-1.11625E-2,
4.70235E-2,1.07813E-1,-1.59625E-2,
4.70485E-2,1.23813E-1,-1.03625E-2,
4.70735E-2,1.11813E-1,-1.59625E-2,
4.70985E-2,1.31813E-1,-1.11625E-2,
4.71236E-2,1.15813E-1,-1.59625E-2,
4.71486E-2,1.35813E-1,-1.19625E-2,
4.71736E-2,1.19813E-1,-1.59625E-2,
4.71986E-2,1.39813E-1,-1.11625E-2,
4.72236E-2,1.23813E-1,-1.67625E-2,
4.72486E-2,1.43813E-1,-1.11625E-2,
4.72736E-2,1.27813E-1,-1.59625E-2,
4.72986E-2,1.43813E-1,-1.11625E-2,
4.73237E-2,1.27813E-1,-1.59625E-2,
4.73487E-2,1.43813E-1,-1.19625E-2,
4.73737E-2,1.27813E-1,-1.59625E-2,
4.73987E-2,1.47813E-1,-1.19625E-2,
4.74237E-2,1.31813E-1,-1.59625E-2,
4.74487E-2,1.47813E-1,-1.19625E-2,
4.74737E-2,1.31813E-1,-1.67625E-2,
4.74987E-2,1.51813E-1,-1.11625E-2,
4.75238E-2,1.35813E-1,-1.59625E-2,
4.75488E-2,1.51813E-1,-1.19625E-2,
4.75738E-2,1.35813E-1,-1.75625E-2,
4.75988E-2,1.51813E-1,-1.11625E-2,
4.76238E-2,1.39813E-1,-1.67625E-2,
4.76488E-2,1.55813E-1,-1.19625E-2,
4.76738E-2,1.43813E-1,-1.59625E-2,
4.76988E-2,1.59813E-1,-1.19625E-2,
4.77239E-2,1.47813E-1,-1.59625E-2,
4.77489E-2,1.63813E-1,-1.19625E-2,
4.77739E-2,1.47813E-1,-1.59625E-2,
4.77989E-2,1.67813E-1,-1.19625E-2,
4.78239E-2,1.55813E-1,-1.67625E-2,
4.78489E-2,1.71813E-1,-1.27625E-2,
4.78739E-2,1.55813E-1,-1.59625E-2,
4.78989E-2,1.71813E-1,-1.19625E-2,
4.7924E-2,1.55813E-1,-1.67625E-2,
4.7949E-2,1.75813E-1,-1.19625E-2,
4.7974E-2,1.51813E-1,-1.67625E-2,
4.7999E-2,1.71813E-1,-1.19625E-2,
4.8024E-2,1.51813E-1,-1.67625E-2,
4.8049E-2,1.75813E-1,-1.19625E-2,
4.8074E-2,1.55813E-1,-1.67625E-2,
4.8099E-2,1.75813E-1,-1.27625E-2,
4.81241E-2,1.55813E-1,-1.67625E-2,
4.81491E-2,1.75813E-1,-1.27625E-2,
4.81741E-2,1.55813E-1,-1.67625E-2,
4.81991E-2,1.75813E-1,-1.19625E-2,
4.82241E-2,1.51813E-1,-1.67625E-2,
4.82491E-2,1.71813E-1,-1.11625E-2,
4.82741E-2,1.55813E-1,-1.59625E-2,
4.82991E-2,1.71813E-1,-1.19625E-2,
4.83242E-2,1.55813E-1,-1.75625E-2,
4.83492E-2,1.71813E-1,-1.27625E-2,
4.83742E-2,1.55813E-1,-1.75625E-2,
4.83992E-2,1.71813E-1,-1.19625E-2,
4.84242E-2,1.59813E-1,-1.67625E-2,
4.84492E-2,1.75813E-1,-1.27625E-2,
4.84742E-2,1.59813E-1,-1.67625E-2,
4.84992E-2,1.79813E-1,-1.19625E-2,
4.85243E-2,1.59813E-1,-1.67625E-2,
4.85493E-2,1.75813E-1,-1.27625E-2,
4.85743E-2,1.55813E-1,-1.75625E-2,
4.85993E-2,1.75813E-1,-1.27625E-2,
4.86243E-2,1.55813E-1,-1.75625E-2,
4.86493E-2,1.75813E-1,-1.27625E-2,
4.86743E-2,1.55813E-1,-1.67625E-2,
4.86993E-2,1.71813E-1,-1.27625E-2,
4.87244E-2,1.55813E-1,-1.75625E-2,
4.87494E-2,1.71813E-1,-1.27625E-2,
4.87744E-2,1.55813E-1,-1.75625E-2,
4.87994E-2,1.75813E-1,-1.19625E-2,
4.88244E-2,1.59813E-1,-1.75625E-2,
4.88494E-2,1.75813E-1,-1.27625E-2,
4.88744E-2,1.59813E-1,-1.75625E-2,
4.88994E-2,1.75813E-1,-1.27625E-2,
4.89245E-2,1.59813E-1,-1.67625E-2,
4.89495E-2,1.75813E-1,-1.27625E-2,
4.89745E-2,1.55813E-1,-1.75625E-2,
4.89995E-2,1.75813E-1,-1.35625E-2,
4.90245E-2,1.59813E-1,-1.75625E-2,
4.90495E-2,1.75813E-1,-1.27625E-2,
4.90745E-2,1.59813E-1,-1.75625E-2,
4.90995E-2,1.75813E-1,-1.27625E-2,
4.91246E-2,1.59813E-1,-1.75625E-2,
4.91496E-2,1.75813E-1,-1.27625E-2,
4.91746E-2,1.55813E-1,-1.75625E-2,
4.91996E-2,1.71813E-1,-1.35625E-2,
4.92246E-2,1.55813E-1,-1.75625E-2,
4.92496E-2,1.75813E-1,-1.35625E-2,
4.92746E-2,1.55813E-1,-1.75625E-2,
4.92996E-2,1.71813E-1,-1.35625E-2,
4.93247E-2,1.59813E-1,-1.75625E-2,
4.93497E-2,1.75813E-1,-1.27625E-2,
4.93747E-2,1.59813E-1,-1.75625E-2,
4.93997E-2,1.75813E-1,-1.27625E-2,
4.94247E-2,1.55813E-1,-1.75625E-2,
4.94497E-2,1.75813E-1,-1.35625E-2,
4.94747E-2,1.55813E-1,-1.75625E-2,
4.94997E-2,1.71813E-1,-1.27625E-2,
4.95248E-2,1.59813E-1,-1.75625E-2,
4.95498E-2,1.75813E-1,-1.35625E-2,
4.95748E-2,1.55813E-1,-1.83625E-2,
4.95998E-2,1.75813E-1,-1.35625E-2,
4.96248E-2,1.59813E-1,-1.75625E-2,
4.96498E-2,1.75813E-1,-1.27625E-2,
4.96748E-2,1.55813E-1,-1.75625E-2,
4.96998E-2,1.75813E-1,-1.35625E-2,
4.97249E-2,1.55813E-1,-1.75625E-2,
4.97499E-2,1.79813E-1,-1.27625E-2,
4.97749E-2,1.59813E-1,-1.83625E-2,
4.97999E-2,1.79813E-1,-1.27625E-2,
4.98249E-2,1.63813E-1,-1.83625E-2,
4.98499E-2,1.79813E-1,-1.27625E-2,
4.98749E-2,1.59813E-1,-1.75625E-2,
4.98999E-2,1.75813E-1,-1.35625E-2,
4.9925E-2,1.59813E-1,-1.83625E-2,
4.995E-2,1.75813E-1,-1.35625E-2,
4.9975E-2,1.59813E-1,-1.75625E-2,
5.E-2,1.75813E-1,-1.35625E-2,
