Vernier Format 2
Bandlücke-Ge2.cmbl 05.11.2009 10:47:19 ,
Latest
Time	Winkel	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

167,5	29,431501072	0,00732601	1,47619	1624,25419802	0,762811634725
168	29,757516182	0,018315	1,56288	1640,60877703	0,755207467709
168,5	30,01832827	0,0659341	1,59829	1653,65422131	0,749249742804
169	30,540486897	0,125763	1,58608	1679,6686003	0,737645509226
169,5	30,801833436	0,206349	1,5348	1692,63685319	0,731993987763
170	31,062645524	0,29304	1,4591	1705,54347736	0,726454655921
170,5	31,584804151	0,384615	1,37363	1731,27670348	0,715656831465
171	31,845616239	0,472527	1,25763	1744,0764331	0,710404645396
171,5	32,106962778	0,565324	1,13675	1756,86614144	0,705233011654
172	32,694324427	0,677656	0,991453	1785,47649808	0,693932404786
172,5	32,889933493	0,778999	0,819292	1794,96310426	0,690264884586
173	33,215948603	0,868132	0,659341	1810,72756839	0,684255335605
173,5	33,73810723	0,925519	0,514042	1835,85420014	0,674890195476
174	33,999453769	0,954823	0,37851	1848,3732494	0,670319157889
174,5	34,325468879	0,974359	0,290598	1863,9361208	0,664722350823
175	34,847627506	0,995116	0,221001	1888,73628729	0,655994173637
175,5	35,043236572	1,01587	0,161172	1897,9865516	0,6527970385
176	35,369786133	1,01832	0,105006	1913,37958809	0,647545321227
176,5	35,891410309	1,02442	0,0818071	1937,83899765	0,639372002269
177	36,152756848	1,0232	0,046398	1950,03349447	0,635373701793
177,5	36,413568936	1,02564	0,029304	1962,16260591	0,631446138187
178	36,935727563	1,00488	0,020757	1986,32325019	0,623765542632
178,5	37,196539651	0,980464	0,00854701	1998,32955289	0,620017853516
179	37,45788619	0,959707	0,014652	2010,31892387	0,616320119803
179,5	37,980044817	0,925519	0,017094	2034,14763402	0,609100332385
180	38,306059927	0,893773	0,00732601	2048,93978979	0,604702981598
180,5	38,501668993	0,864469	0,01221	2057,78327188	0,602104223964
181	39,089030642	0,844933	0,015873	2084,19333169	0,594474601354
181,5	39,350377181	0,815629	0,014652	2095,87424088	0,591161423636
182	39,611189269	0,787546	0,021978	2107,48778992	0,587903761971
182,5	40,133347896	0,753358	0,02442	2130,60721443	0,581524361509
183	40,459363006	0,733822	0,015873	2144,95245419	0,577635181413
183,5	40,720709545	0,711844	0,010989	2156,40203574	0,574568183236
184	40,981521633	0,676435	0,023199	2167,78347471	0,571551547678
184,5	41,438477238	0,639805	0,014652	2187,61588117	0,566369996974
185	41,764492348	0,610501	0,025641	2201,68034019	0,562751993278
185,5	42,025838887	0,571429	0,02442	2212,9035101	0,559897887253
186	42,547997514	0,542125	0,01221	2235,18877761	0,554315596254
186,5	42,808809602	0,534799	0,026862	2246,25060155	0,551585828912
187	43,330968229	0,5116	0,034188	2268,25681619	0,546234443629
187,5	43,591780317	0,493284	0,015873	2279,17822656	0,543616986844
188	43,918329878	0,472527	0,026862	2292,78576072	0,540390655432
188,5	44,374751032	0,46398	0,032967	2311,6802362	0,535973782446
189	44,701300593	0,454212	0,019536	2325,108463	0,532878366629
189,5	44,962112681	0,437118	0,020757	2335,77923338	0,530443965891
