Vernier Format 2
Bandlücke-Ge2.cmbl 05.11.2009 11:28:54 ,
Latest
Time	Winkel	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

77,5	39,872535808	0,413919	0,03663	2119,08133361	0,584687326697
78	39,676392291	0,416361	0,023199	2110,38436326	0,587096844334
78,5	39,350377181	0,428571	0,026862	2095,87424088	0,591161423636
79	38,828218554	0,429792	0,00854701	2072,49307898	0,597830705717
79,5	38,567406466	0,443223	0,010989	2060,74988227	0,601237447911
80	38,306059927	0,462759	0,00976801	2048,93978979	0,604702981598
80,5	38,045247839	0,483516	0,00610501	2037,1113492	0,608214175668
81	37,718698278	0,506716	0,017094	2022,2420785	0,612686291702
81,5	37,196539651	0,512821	0,017094	1998,32955289	0,620017853516
82	36,935727563	0,53602	0,02442	1986,32325019	0,623765542632
82,5	36,674915475	0,527473	0,0537241	1974,27578902	0,627571895929
83	36,348365914	0,540904	0,0561661	1959,13412992	0,6324222426
83,5	35,891410309	0,515263	0,0622711	1937,83899765	0,639372002269
84	35,630598221	0,516484	0,0866911	1925,62924329	0,643426040769
84,5	35,369786133	0,505495	0,0866911	1913,37958809	0,647545321227
85	34,847627506	0,509158	0,113553	1888,73628729	0,655994173637
85,5	34,586280967	0,490842	0,148962	1876,34299176	0,660327032658
86	34,325468879	0,489621	0,173382	1863,9361208	0,664722350823
86,5	33,999453769	0,484737	0,246642	1848,3732494	0,670319157889
87	33,477295142	0,471306	0,326007	1823,32267244	0,679528653225
87,5	33,215948603	0,444444	0,387057	1810,72756839	0,684255335605
88	32,955136515	0,39072	0,493284	1798,12066261	0,689052757006
88,5	32,694324427	0,345543	0,56044	1785,47649808	0,693932404786
89	32,432977888	0,273504	0,614164	1772,76931301	0,698906502335
89,5	31,845616239	0,23199	0,661783	1744,0764331	0,710404645396
90	31,650007173	0,175824	0,689866	1734,48000941	0,714335128266
90,5	31,323457612	0,126984	0,730159	1718,41476106	0,721013359565
91	31,062645524	0,0940171	0,7558	1705,54347736	0,726454655921
91,5	30,540486897	0,047619	0,759463	1679,6686003	0,737645509226
92	30,279674809	0,021978	0,793651	1666,6920272	0,743388688358
